job_title,job_low_salary,job_high_salary,job_ave_salary,job_company,job_company_tag,job_education,job_experience,company_city,job_type
机器学习算法科学家,30000,50000,40000.0,瑞莱智慧科技,计算机服务天使轮20-99人,本科,3-5年,北京,人工智能
机器学习算法工程师,30000,60000,45000.0,一点资讯,移动互联网D轮及以上500-999人,本科,3-5年,北京,算法工程师
机器学习算法工程师,30000,60000,45000.0,一点资讯,移动互联网D轮及以上500-999人,本科,3-5年,北京,人工智能
无人车机器学习算法工程师,17142.85714285714,30000.0,23571.428571428572,超星未来Novauto,计算机软件天使轮20-99人,硕士,1-3年,北京,算法工程师
无人车机器学习算法工程师,17142.85714285714,30000.0,23571.428571428572,超星未来Novauto,计算机软件天使轮20-99人,硕士,1-3年,北京,人工智能
机器学习专家,24000.0,48000.0,36000.0,蚂蚁金服,互联网C轮10000人以上,本科,3-5年,北京,人工智能
机器学习算法工程师,24000.0,48000.0,36000.0,BIGO,移动互联网已上市1000-9999人,本科,3-5年,北京,算法工程师
机器学习算法工程师,24000.0,48000.0,36000.0,BIGO,移动互联网已上市1000-9999人,本科,3-5年,北京,人工智能
机器学习开发工程师,11000,16000,13500.0,瑞星公司,互联网已上市100-499人,本科,3-5年,北京,人工智能
机器学习,30000,60000,45000.0,阿里巴巴集团,互联网不需要融资10000人以上,硕士,3-5年,北京,人工智能
机器学习算法研究员,18461.53846153846,36923.07692307692,27692.30769230769,葡萄智学,在线教育天使轮100-499人,硕士,1-3年,北京,算法工程师
机器学习算法研究员,18461.53846153846,36923.07692307692,27692.30769230769,葡萄智学,在线教育天使轮100-499人,硕士,1-3年,北京,人工智能
机器学习工程师,25000,50000,37500.0,度小满金融,互联网金融A轮1000-9999人,本科,3-5年,北京,人工智能
机器学习算法工程师,25000,40000,32500.0,福佑卡车,互联网D轮及以上500-999人,本科,3-5年,北京,算法工程师
机器学习算法工程师,25000,40000,32500.0,福佑卡车,互联网D轮及以上500-999人,本科,3-5年,北京,人工智能
机器学习科学家,50000,60000,55000.0,BOSS直聘,人力资源服务D轮及以上1000-9999,本科,3-5年,北京,人工智能
机器学习工程师（知识图谱方向）,20000,30000,25000.0,课堂派,互联网天使轮20-99人,本科,5-10年,北京,人工智能
深度学习研究工程师,9000,14000,11500.0,北京闪思科技有限...,互联网不需要融资0-20人,本科,经验不限,北京,人工智能
深度学习/计算机视觉研究员,20000,21000,20500.0,商汤科技,计算机服务500-999人,学历不限,经验不限,北京,人工智能
深度学习,12000,24000,18000.0,文通,计算机软件未融资100-499人,本科,1年以内,北京,人工智能
机器/深度学习工程师,10000,15000,12500.0,北京市京师律师事务所,法律不需要融资1000-9999人,本科,1-3年,北京,人工智能
安德集团2020校园招聘-深度学习算法研,16000.0,20000.0,18000.0,安德医智,互联网B轮100-499人,硕士,经验不限,北京,算法工程师
安德集团2020校园招聘-深度学习算法研,16000.0,20000.0,18000.0,安德医智,互联网B轮100-499人,硕士,经验不限,北京,人工智能
深度学习基础模型研究员,25000,50000,37500.0,linkface,智能硬件不需要融资20-99人,本科,经验不限,北京,人工智能
深度学习系统工程师,24000,25000,24500.0,快手,社交网络D轮及以上1000-9999人,本科,1年以内,北京,人工智能
深度学习（OCR方向）,13846.153846153846,27692.30769230769,20769.23076923077,昱然智能,计算机软件不需要融资20-99人,本科,1-3年,北京,人工智能
深度学习评测专员,12000,16000,14000.0,捷程易信,计算机软件不需要融资20-99人,大专,1-3年,北京,人工智能
深度学习,20000,35000,27500.0,渊亭科技,计算机软件A轮100-499人,本科,1-3年,北京,人工智能
深度学习初级工程师,8571.42857142857,12857.142857142857,10714.285714285714,小白世纪,移动互联网天使轮20-99人,硕士,经验不限,北京,人工智能
感知算法研究员（深度学习方向）,25000,50000,37500.0,图森智途,互联网D轮及以上100-499人,学历不限,经验不限,北京,算法工程师
感知算法研究员（深度学习方向）,25000,50000,37500.0,图森智途,互联网D轮及以上100-499人,学历不限,经验不限,北京,人工智能
深度学习,15000,30000,22500.0,海创医疗,医疗健康天使轮20-99人,硕士,经验不限,北京,人工智能
Python工程师(深度学习方向),25000,50000,37500.0,探境科技,智能硬件B轮100-499人,本科,1-3年,北京,人工智能
深度学习编译器研发工程师,20000,40000,30000.0,寒武纪智能芯片,计算机软件B轮1000-9999人,本科,经验不限,北京,人工智能
深度学习框架研发工程师,25000,50000,37500.0,图森智途,互联网D轮及以上100-499人,硕士,经验不限,北京,人工智能
软件工程师(编译，深度学习，架构，SDK,25000,50000,37500.0,寒武纪,电子/半导体/集成电路B轮500-999,硕士,1-3年,北京,人工智能
深度学习工程师,4000.0,8000.0,6000.0,恒丰信息科技,计算机软件不需要融资20-99人,大专,1年以内,北京,人工智能
深度学习c++后台开发工程师,15000.0,30000.0,22500.0,腾讯,互联网已上市10000人以上,本科,经验不限,北京,人工智能
深度学习软件工程师,25000,50000,37500.0,探境科技,智能硬件B轮100-499人,本科,1-3年,北京,人工智能
深度学习研究员,24000.0,48000.0,36000.0,文远知行,移动互联网A轮100-499人,本科,经验不限,北京,人工智能
深度学习平台方案工程师,20000,40000,30000.0,寒武纪智能芯片,计算机软件B轮1000-9999人,本科,经验不限,北京,人工智能
深度学习,20000,40000,30000.0,新华智云科技有限公司,移动互联网不需要融资100-499人,本科,1年以内,北京,人工智能
深度学习开发工程师,25000,40000,32500.0,心联光电,医疗健康未融资20-99人,硕士,1-3年,北京,人工智能
C++开发工程师（深度学习平台）,16000.0,32000.0,24000.0,SenseTime,计算机软件C轮1000-9999人,本科,经验不限,北京,人工智能
计算机视觉/深度学习算法工程师,20000,40000,30000.0,新浪,互联网已上市1000-9999人,硕士,经验不限,北京,算法工程师
计算机视觉/深度学习算法工程师,20000,40000,30000.0,新浪,互联网已上市1000-9999人,硕士,经验不限,北京,人工智能
计算机视觉/深度学习研究员,30000,60000,45000.0,依图,互联网C轮1000-9999人,博士,经验不限,北京,人工智能
深度学习工程师,18000,35000,26500.0,阅影科技,医疗健康A轮20-99人,学历不限,经验不限,北京,人工智能
深度学习框架研发工程师,14400.0,24000.0,19200.0,寒武纪,电子/半导体/集成电路B轮500-999,本科,经验不限,北京,人工智能
深度学习算法工程师,1000,2000,1500.0,新碧房地产,房地产开发已上市100-499人,本科,1-3年,北京,算法工程师
深度学习算法工程师,1000,2000,1500.0,新碧房地产,房地产开发已上市100-499人,本科,1-3年,北京,人工智能
深度学习应用工程师,12000,18000,15000.0,梅卡曼德机器人,计算机软件A轮100-499人,本科,1-3年,北京,人工智能
深度学习算法,21428.571428571428,42857.142857142855,32142.85714285714,魔门塔科技,计算机软件B轮500-999人,本科,1-3年,北京,算法工程师
深度学习算法,21428.571428571428,42857.142857142855,32142.85714285714,魔门塔科技,计算机软件B轮500-999人,本科,1-3年,北京,人工智能
深度学习算法高级研究员,30000,50000,40000.0,连心医疗,医疗健康A轮100-499人,硕士,应届生,北京,算法工程师
深度学习算法高级研究员,30000,50000,40000.0,连心医疗,医疗健康A轮100-499人,硕士,应届生,北京,人工智能
深度学习,30000,60000,45000.0,中云智车,智能硬件天使轮100-499人,本科,经验不限,北京,人工智能
深度学习,17142.85714285714,34285.71428571428,25714.28571428571,香侬慧语科技,移动互联网A轮100-499人,本科,经验不限,北京,人工智能
深度学习工程师,20000,40000,30000.0,羿娲科技,计算机软件A轮20-99人,本科,1-3年,北京,人工智能
深度学习工程师,10000,20000,15000.0,海风智能科技有限公司,智能硬件A轮20-99人,本科,3-5年,北京,人工智能
计算机视觉/深度学习研发工程师,25714.285714285714,51428.57142857143,38571.42857142857,芯翌智能,智能硬件不需要融资100-499人,硕士,经验不限,北京,人工智能
深度学习算法研究员,25000,50000,37500.0,阿丘科技,企业服务B轮20-99人,本科,1-3年,北京,算法工程师
深度学习算法研究员,25000,50000,37500.0,阿丘科技,企业服务B轮20-99人,本科,1-3年,北京,人工智能
感知算法研究员（深度学习方向）,25000,50000,37500.0,图森智途,互联网D轮及以上100-499人,本科,经验不限,北京,算法工程师
感知算法研究员（深度学习方向）,25000,50000,37500.0,图森智途,互联网D轮及以上100-499人,本科,经验不限,北京,人工智能
深度学习系统C/C++开发工程师,20000,35000,27500.0,地平线,互联网B轮1000-9999人,本科,1-3年,北京,人工智能
深度学习工程师,12857.142857142857,25714.285714285714,19285.714285714286,洋葱数学,互联网D轮及以上500-999人,本科,1-3年,北京,人工智能
深度学习算法工程师,4000,8000,6000.0,真机智能,智能硬件A轮20-99人,本科,应届生,北京,算法工程师
深度学习算法工程师,4000,8000,6000.0,真机智能,智能硬件A轮20-99人,本科,应届生,北京,人工智能
深度学习与图像处理算法（算法工程师）,20000,40000,30000.0,讯霆,计算机软件未融资20-99人,本科,3-5年,北京,算法工程师
深度学习与图像处理算法（算法工程师）,20000,40000,30000.0,讯霆,计算机软件未融资20-99人,本科,3-5年,北京,人工智能
深度学习研究员,28000.0,52000.0,40000.0,遨由咨询,互联网20-99人,硕士,经验不限,北京,人工智能
深度学习平台架构leader,30000,50000,40000.0,思必驰信息,互联网D轮及以上500-999人,本科,经验不限,北京,人工智能
深度学习算法工程师,25000,40000,32500.0,安德医智,互联网B轮100-499人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,25000,40000,32500.0,安德医智,互联网B轮100-499人,硕士,1-3年,北京,人工智能
深度学习算法工程师,12000,24000,18000.0,真机智能,智能硬件A轮20-99人,本科,1年以内,北京,算法工程师
深度学习算法工程师,12000,24000,18000.0,真机智能,智能硬件A轮20-99人,本科,1年以内,北京,人工智能
深度学习（解决北京落户）,25000,50000,37500.0,中科创达,计算机软件已上市1000-9999人,硕士,应届生,北京,人工智能
深度学习开发工程师,20000,40000,30000.0,Suning,批发/零售已上市10000人以上,学历不限,经验不限,北京,人工智能
安德集团2020校园招聘-深度学习算法研,20307.69230769231,23076.923076923078,21692.307692307695,安德医智,互联网B轮100-499人,硕士,应届生,北京,算法工程师
安德集团2020校园招聘-深度学习算法研,20307.69230769231,23076.923076923078,21692.307692307695,安德医智,互联网B轮100-499人,硕士,应届生,北京,人工智能
网页搜索-深度学习架构Leader,48000.0,72000.0,60000.0,搜狗,互联网已上市1000-9999人,硕士,经验不限,北京,人工智能
深度学习,15000.0,30000.0,22500.0,口口相传,互联网不需要融资1000-9999人,本科,应届生,北京,人工智能
深度学习基础架构,20800.0,40000.0,30400.0,新美大,O2O已上市10000人以上,本科,经验不限,北京,人工智能
深度学习平台架构研发工程师,15000,30000,22500.0,百度,互联网已上市10000人以上,本科,1-3年,北京,人工智能
深度学习算法工程师,13846.153846153846,27692.30769230769,20769.23076923077,纵目科技,汽车生产C轮100-499人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,13846.153846153846,27692.30769230769,20769.23076923077,纵目科技,汽车生产C轮100-499人,硕士,1-3年,北京,人工智能
深度学习算法工程师,20000,40000,30000.0,中云智车,智能硬件天使轮100-499人,本科,经验不限,北京,算法工程师
深度学习算法工程师,20000,40000,30000.0,中云智车,智能硬件天使轮100-499人,本科,经验不限,北京,人工智能
计算机视觉/深度学习高级开发专家,30000,45000,37500.0,鼎奥科技,物流/仓储C轮100-499人,硕士,经验不限,北京,人工智能
深度学习专家,25000,50000,37500.0,明略数据,数据服务D轮及以上1000-9999人,硕士,1-3年,北京,人工智能
深度学习系统工程师,12857.142857142857,25714.285714285714,19285.714285714286,禾多科技,计算机软件A轮100-499人,本科,经验不限,北京,人工智能
深度学习算法工程师,15000,29000,22000.0,开易科技,智能硬件B轮100-499人,本科,1-3年,北京,算法工程师
深度学习算法工程师,15000,29000,22000.0,开易科技,智能硬件B轮100-499人,本科,1-3年,北京,人工智能
深度学习算法专家,27692.30769230769,55384.61538461538,41538.46153846154,鼎奕科技,汽车生产A轮100-499人,本科,3-5年,北京,算法工程师
深度学习算法专家,27692.30769230769,55384.61538461538,41538.46153846154,鼎奕科技,汽车生产A轮100-499人,本科,3-5年,北京,人工智能
深度学习,15428.57142857143,30000.0,22714.285714285714,洋葱数学,互联网D轮及以上500-999人,本科,1-3年,北京,人工智能
深度学习分布式系统工程师,30000,60000,45000.0,太智科技,其他专业服务不需要融资20-99人,本科,1-3年,北京,人工智能
2020校招内推-深度学习架构师-北京,12857.142857142857,25714.285714285714,19285.714285714286,旷视MEGVII,计算机服务D轮及以上1000-9999人,本科,应届生,北京,人工智能
深度学习算法,15000,25000,20000.0,真健康,医疗健康未融资20-99人,硕士,1-3年,北京,算法工程师
深度学习算法,15000,25000,20000.0,真健康,医疗健康未融资20-99人,硕士,1-3年,北京,人工智能
深度学习平台高性能计算研发工程师,15000,30000,22500.0,百度,互联网已上市10000人以上,本科,1-3年,北京,人工智能
深度学习工程师,12857.142857142857,25714.285714285714,19285.714285714286,北京佰策科技有限...,互联网A轮100-499人,本科,1-3年,北京,人工智能
深度学习算法工程师,18000,35000,26500.0,易智生教育科技,在线教育A轮20-99人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,18000,35000,26500.0,易智生教育科技,在线教育A轮20-99人,硕士,1-3年,北京,人工智能
机器视觉深度学习工程师,15000,30000,22500.0,精瞳视觉,计算机硬件不需要融资0-20人,本科,1-3年,北京,人工智能
深度学习视觉算法工程师,25714.285714285714,38571.42857142857,32142.857142857145,ADDX积加科技,智能硬件A轮20-99人,本科,1-3年,北京,算法工程师
深度学习视觉算法工程师,25714.285714285714,38571.42857142857,32142.857142857145,ADDX积加科技,智能硬件A轮20-99人,本科,1-3年,北京,人工智能
深度学习算法专家/高级专家,25000,50000,37500.0,oppo北京,互联网不需要融资1000-9999人,本科,1-3年,北京,算法工程师
深度学习算法专家/高级专家,25000,50000,37500.0,oppo北京,互联网不需要融资1000-9999人,本科,1-3年,北京,人工智能
深度学习算法工程师（偏图像）,20000,30000,25000.0,S51,互联网不需要融资20-99人,本科,3-5年,北京,算法工程师
深度学习算法工程师（偏图像）,20000,30000,25000.0,S51,互联网不需要融资20-99人,本科,3-5年,北京,人工智能
深度学习,20000,35000,27500.0,城信,移动互联网不需要融资100-499人,本科,3-5年,北京,人工智能
深度学习,15000,25000,20000.0,易达图灵,计算机软件20-99人,本科,1-3年,北京,人工智能
深度学习算法开发工程师,30000,50000,40000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,本科,5-10年,北京,算法工程师
深度学习算法开发工程师,30000,50000,40000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,本科,5-10年,北京,人工智能
深度学习,15000,20000,17500.0,视连通,移动互联网A轮20-99人,本科,3-5年,北京,人工智能
深度学习数据平台工程师,30000,60000,45000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,本科,经验不限,北京,人工智能
深度学习,20000,40000,30000.0,诺百爱,智能硬件A轮0-20人,本科,经验不限,北京,人工智能
深度学习算法工程师,20000,25000,22500.0,51VR,互联网B轮100-499人,硕士,经验不限,北京,算法工程师
深度学习算法工程师,20000,25000,22500.0,51VR,互联网B轮100-499人,硕士,经验不限,北京,人工智能
深度学习工程师,20000,40000,30000.0,INDEMIND,智能硬件不需要融资20-99人,硕士,1-3年,北京,人工智能
深度学习,14400.0,28000.0,21200.0,北京智芯微电子,电力/热力/燃气/水利不需要融资1000,硕士,经验不限,北京,人工智能
深度学习算法工程师,17142.85714285714,34285.71428571428,25714.28571428571,主线科技,计算机软件A轮20-99人,硕士,经验不限,北京,算法工程师
深度学习算法工程师,17142.85714285714,34285.71428571428,25714.28571428571,主线科技,计算机软件A轮20-99人,硕士,经验不限,北京,人工智能
深度学习与计算机视觉工程师,15000,30000,22500.0,北京艾上智能科技,计算机软件天使轮20-99人,本科,1-3年,北京,人工智能
深度学习算法工程师,25000,50000,37500.0,觉非科技,移动互联网A轮20-99人,本科,1-3年,北京,算法工程师
深度学习算法工程师,25000,50000,37500.0,觉非科技,移动互联网A轮20-99人,本科,1-3年,北京,人工智能
深度学习算法工程师,20000,40000,30000.0,青岳科技,互联网不需要融资20-99人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,20000,40000,30000.0,青岳科技,互联网不需要融资20-99人,硕士,1-3年,北京,人工智能
深度学习算法工程师,20000,35000,27500.0,怀若,计算机软件A轮20-99人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,20000,35000,27500.0,怀若,计算机软件A轮20-99人,硕士,1-3年,北京,人工智能
深度学习部署工程师,25000,50000,37500.0,太智科技,其他专业服务不需要融资20-99人,本科,1-3年,北京,人工智能
深度学习研究员,20000,40000,30000.0,七天德汇教育,在线教育C轮1000-9999人,硕士,1-3年,北京,人工智能
深度学习,18461.53846153846,23076.923076923078,20769.23076923077,爱赋能科技,计算机软件不需要融资20-99人,博士,应届生,北京,人工智能
深度学习算法工程师,20000,40000,30000.0,SyriusRobotics,智能硬件天使轮20-99人,本科,1-3年,北京,算法工程师
深度学习算法工程师,20000,40000,30000.0,SyriusRobotics,智能硬件天使轮20-99人,本科,1-3年,北京,人工智能
深度学习算法工程师,15000,30000,22500.0,真健康,医疗健康未融资20-99人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,15000,30000,22500.0,真健康,医疗健康未融资20-99人,硕士,1-3年,北京,人工智能
深度学习算法工程师（偏图像）,15000,30000,22500.0,S51,互联网不需要融资20-99人,大专,3-5年,北京,算法工程师
深度学习算法工程师（偏图像）,15000,30000,22500.0,S51,互联网不需要融资20-99人,大专,3-5年,北京,人工智能
深度学习,12000,24000,18000.0,小鹏汽车,汽车生产B轮1000-9999人,硕士,经验不限,北京,人工智能
深度学习系统后台开发工程师,30000,60000,45000.0,腾讯,互联网已上市10000人以上,本科,3-5年,北京,人工智能
深度学习工程师,16000,28000,22000.0,七鑫易维,智能硬件B轮100-499人,硕士,经验不限,北京,人工智能
深度学习数据平台工程师,30000,50000,40000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,学历不限,经验不限,北京,人工智能
深度学习算法工程师,25000,40000,32500.0,元气知药,制药不需要融资0-20人,硕士,3-5年,北京,算法工程师
深度学习算法工程师,25000,40000,32500.0,元气知药,制药不需要融资0-20人,硕士,3-5年,北京,人工智能
深度学习算法研究员,20000,40000,30000.0,SenseTime,计算机软件C轮1000-9999人,硕士,经验不限,北京,算法工程师
深度学习算法研究员,20000,40000,30000.0,SenseTime,计算机软件C轮1000-9999人,硕士,经验不限,北京,人工智能
深度学习平台算法研发工程师,15000,16000,15500.0,百度,互联网已上市10000人以上,本科,1-3年,北京,算法工程师
深度学习平台算法研发工程师,15000,16000,15500.0,百度,互联网已上市10000人以上,本科,1-3年,北京,人工智能
资深深度学习算法工程师/技术经理,15000,30000,22500.0,盛华益康,互联网0-20人,本科,,北京,算法工程师
资深深度学习算法工程师/技术经理,15000,30000,22500.0,盛华益康,互联网0-20人,本科,,北京,人工智能
深度学习算法工程师,20000,40000,30000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,20000,40000,30000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,硕士,1-3年,北京,人工智能
深度学习PaaS平台研发工程师,20000,40000,30000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,学历不限,经验不限,北京,人工智能
计算机视觉/深度学习算法工程师,15000,30000,22500.0,平安科技,计算机软件不需要融资1000-9999人,硕士,1-3年,北京,算法工程师
计算机视觉/深度学习算法工程师,15000,30000,22500.0,平安科技,计算机软件不需要融资1000-9999人,硕士,1-3年,北京,人工智能
深度学习算法工程师,20000,40000,30000.0,京东集团,电子商务已上市10000人以上,博士,经验不限,北京,算法工程师
深度学习算法工程师,20000,40000,30000.0,京东集团,电子商务已上市10000人以上,博士,经验不限,北京,人工智能
深度学习系统架构师,30000,60000,45000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,本科,经验不限,北京,人工智能
深度学习/计算机视觉算法工程师,21428.571428571428,34285.71428571428,27857.142857142855,地平线,互联网B轮1000-9999人,本科,3-5年,北京,算法工程师
深度学习/计算机视觉算法工程师,21428.571428571428,34285.71428571428,27857.142857142855,地平线,互联网B轮1000-9999人,本科,3-5年,北京,人工智能
深度学习研究员/科学家,30000,60000,45000.0,文远知行,移动互联网A轮100-499人,本科,5-10年,北京,人工智能
深度学习研发工程师,20000,40000,30000.0,DeepMotion,通信/网络设备A轮20-99人,硕士,经验不限,北京,人工智能
C++/深度学习软件工程师,16000.0,24000.0,20000.0,探境科技,智能硬件B轮100-499人,本科,3-5年,北京,人工智能
自动驾驶深度学习算法工程师,30000,60000,45000.0,宝誉德,新能源20-99人,本科,1-3年,北京,算法工程师
自动驾驶深度学习算法工程师,30000,60000,45000.0,宝誉德,新能源20-99人,本科,1-3年,北京,人工智能
深度学习与图像算法工程师,15000,30000,22500.0,北京至真互联,医疗健康A轮20-99人,硕士,1-3年,北京,算法工程师
深度学习与图像算法工程师,15000,30000,22500.0,北京至真互联,医疗健康A轮20-99人,硕士,1-3年,北京,人工智能
深度学习算法研发工程师,17142.85714285714,34285.71428571428,25714.28571428571,灵汐科技,计算机软件A轮20-99人,本科,3-5年,北京,算法工程师
深度学习算法研发工程师,17142.85714285714,34285.71428571428,25714.28571428571,灵汐科技,计算机软件A轮20-99人,本科,3-5年,北京,人工智能
深度学习PaaS平台研发工程师,30000,60000,45000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,本科,经验不限,北京,人工智能
深度学习数据平台研发工程师,30000,60000,45000.0,旷视MEGVII,计算机服务D轮及以上1000-9999人,本科,经验不限,北京,人工智能
深度学习图像算法工程师,20000,40000,30000.0,润开科技,智能硬件A轮20-99人,本科,3-5年,北京,算法工程师
深度学习图像算法工程师,20000,40000,30000.0,润开科技,智能硬件A轮20-99人,本科,3-5年,北京,人工智能
深度学习算法工程师,15000,30000,22500.0,聚力维度,智能硬件不需要融资20-99人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,15000,30000,22500.0,聚力维度,智能硬件不需要融资20-99人,硕士,1-3年,北京,人工智能
深度学习算法工程师,23076.923076923078,36923.07692307692,30000.0,英特美迪,医疗健康A轮20-99人,本科,1-3年,北京,算法工程师
深度学习算法工程师,23076.923076923078,36923.07692307692,30000.0,英特美迪,医疗健康A轮20-99人,本科,1-3年,北京,人工智能
深度学习算法工程师,20000,35000,27500.0,望石智慧,互联网天使轮20-99人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,20000,35000,27500.0,望石智慧,互联网天使轮20-99人,硕士,1-3年,北京,人工智能
深度学习算法工程师,20000,40000,30000.0,汉普阳光,智能硬件B轮20-99人,本科,经验不限,北京,算法工程师
深度学习算法工程师,20000,40000,30000.0,汉普阳光,智能硬件B轮20-99人,本科,经验不限,北京,人工智能
音频深度学习工程师,30000,50000,40000.0,今日头条,移动互联网未融资10000人以上,本科,3-5年,北京,人工智能
深度学习研发工程师,30000,60000,45000.0,魔门塔科技,计算机软件B轮500-999人,本科,1-3年,北京,人工智能
深度学习算法工程师,16000.0,32000.0,24000.0,北京碧桂园碧胜置业,房地产开发不需要融资100-499人,硕士,5-10年,北京,算法工程师
深度学习算法工程师,16000.0,32000.0,24000.0,北京碧桂园碧胜置业,房地产开发不需要融资100-499人,硕士,5-10年,北京,人工智能
深度学习算法工程师,23076.923076923078,36923.07692307692,30000.0,易道博识,移动互联网A轮20-99人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,23076.923076923078,36923.07692307692,30000.0,易道博识,移动互联网A轮20-99人,硕士,1-3年,北京,人工智能
深度学习框架研发工程师,25000,50000,37500.0,Aibee,互联网A轮100-499人,硕士,3-5年,北京,人工智能
深度学习算法工程师,10000,15000,12500.0,连心医疗,医疗健康A轮100-499人,本科,1-3年,北京,算法工程师
深度学习算法工程师,10000,15000,12500.0,连心医疗,医疗健康A轮100-499人,本科,1-3年,北京,人工智能
深度学习工程师（图像识别）,18461.53846153846,32307.69230769231,25384.615384615383,打扮家,互联网B轮100-499人,硕士,1-3年,北京,人工智能
移动端高级深度学习算法工程师,30000,31000,30500.0,百度,互联网已上市10000人以上,本科,1-3年,北京,算法工程师
移动端高级深度学习算法工程师,30000,31000,30500.0,百度,互联网已上市10000人以上,本科,1-3年,北京,人工智能
计算机视觉/深度学习算法工程师,20000,40000,30000.0,新浪网,互联网已上市1000-9999人,本科,1-3年,北京,算法工程师
计算机视觉/深度学习算法工程师,20000,40000,30000.0,新浪网,互联网已上市1000-9999人,本科,1-3年,北京,人工智能
深度学习研究员,18000,35000,26500.0,七天教育,学术/科研C轮10000人以上,硕士,1-3年,北京,人工智能
深度学习算法架构师,30000,35000,32500.0,大恒图像,计算机软件不需要融资500-999人,硕士,3-5年,北京,算法工程师
深度学习算法架构师,30000,35000,32500.0,大恒图像,计算机软件不需要融资500-999人,硕士,3-5年,北京,人工智能
定制化解决方案（深度学习算法）工程师,24000.0,48000.0,36000.0,寒武纪智能芯片,计算机软件B轮1000-9999人,本科,3-5年,北京,算法工程师
定制化解决方案（深度学习算法）工程师,24000.0,48000.0,36000.0,寒武纪智能芯片,计算机软件B轮1000-9999人,本科,3-5年,北京,人工智能
深度学习算法工程师,21428.571428571428,42857.142857142855,32142.85714285714,京东集团,电子商务已上市10000人以上,硕士,经验不限,北京,算法工程师
深度学习算法工程师,21428.571428571428,42857.142857142855,32142.85714285714,京东集团,电子商务已上市10000人以上,硕士,经验不限,北京,人工智能
深度学习算法岗,30000,60000,45000.0,微博,互联网已上市1000-9999人,硕士,3-5年,北京,算法工程师
深度学习算法岗,30000,60000,45000.0,微博,互联网已上市1000-9999人,硕士,3-5年,北京,人工智能
深度学习系统架构师,25000,50000,37500.0,东升宏泰（北京）...,数据服务A轮100-499人,本科,3-5年,北京,人工智能
深度学习工程师-无人驾驶,16615.384615384617,32307.69230769231,24461.53846153846,七鑫易维,智能硬件B轮100-499人,硕士,经验不限,北京,人工智能
深度学习框架开发工程师,20000,40000,30000.0,寒武纪智能芯片,计算机软件B轮1000-9999人,学历不限,3-5年,北京,人工智能
深度学习/计算机视觉算法工程师,6000,7000,6500.0,北京一堂,在线教育未融资0-20人,本科,3-5年,北京,算法工程师
深度学习/计算机视觉算法工程师,6000,7000,6500.0,北京一堂,在线教育未融资0-20人,本科,3-5年,北京,人工智能
深度学习（视觉）工程师,12857.142857142857,25714.285714285714,19285.714285714286,禾多科技,计算机软件A轮100-499人,本科,1-3年,北京,人工智能
深度学习（视觉）工程师,15000,30000,22500.0,禾多科技,计算机软件A轮100-499人,本科,1-3年,北京,人工智能
深度学习,25714.285714285714,42857.142857142855,34285.71428571428,沃东天骏信息技术,电子商务已上市10000人以上,硕士,1-3年,北京,人工智能
深度学习算法工程师,30000,40000,35000.0,橙睿科技,计算机软件不需要融资100-499人,本科,3-5年,北京,算法工程师
深度学习算法工程师,30000,40000,35000.0,橙睿科技,计算机软件不需要融资100-499人,本科,3-5年,北京,人工智能
深度学习算法工程师,20000,40000,30000.0,云途时代,互联网不需要融资100-499人,硕士,1-3年,北京,算法工程师
深度学习算法工程师,20000,40000,30000.0,云途时代,互联网不需要融资100-499人,硕士,1-3年,北京,人工智能
深度学习算法专家,40000,70000,55000.0,滴滴出行,移动互联网D轮及以上1000-9999人,本科,3-5年,北京,算法工程师
深度学习算法专家,40000,70000,55000.0,滴滴出行,移动互联网D轮及以上1000-9999人,本科,3-5年,北京,人工智能
深度学习算法工程师,20000,40000,30000.0,汉普阳光,智能硬件B轮20-99人,本科,1-3年,北京,算法工程师
深度学习算法工程师,20000,40000,30000.0,汉普阳光,智能硬件B轮20-99人,本科,1-3年,北京,人工智能
资深算法工程师（NLP 知识图谱 深度学,20000,40000,30000.0,中国平安,互联网金融已上市10000人以上,本科,3-5年,北京,算法工程师
深度学习框架研发工程师,18000,35000,26500.0,即创科技,企业服务天使轮20-99人,本科,3-5年,北京,人工智能
深度学习,25000,50000,37500.0,翔创科技,计算机软件A轮20-99人,硕士,1-3年,北京,人工智能
